Employee ID,Employee Name,Department,Transaction Code,Transaction Description,Transaction Category,Posting date of transaction,Transaction Date,Merchant Info DBA Name,Transaction Amount,Debit or Credit,Merchant Category Code,Merchant City,Merchant Country,Merchant Postal Code,Merchant State/Province,Conversion Rate,Amount Clean,Spend Amount,employee_total_spent,department_total_spent,merchant_median,merchant_count,merchant_q1,merchant_q3,merchant_p90,merchant_p95,merchant_iqr,mcc_median,mcc_count,mcc_q1,mcc_q3,mcc_p90,mcc_p95,mcc_iqr,global_median,global_q1,global_q3,global_p90,global_p95,global_iqr,status,flagged,flag_reason,risk_level,score_change,typical_amount,amount_ratio,baseline_used,irrelevant_keyword,score_after
E007,Lucas Brown,Sales,3001,VCN*NORTHCAROLINADOT GARNER NC,1,9/3/2025,9/2/2025,VCN*NORTHCAROLINADOT,42.33,Debit,9399.0,GARNER,USA,27529,NC,1.376666667,42.33,42.33,144055.28,172423.22,42.91,23,42.37,59.305,59.726,60.282000000000004,16.935000000000002,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,42.91,0.99,same merchant,,80.25
E001,Sarah Chen,Operations,3001,IDOT ITAP OS OW SPRINGFILED IL,1,9/3/2025,9/2/2025,IDOT ITAP OS OW,302.92,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.381820732,302.92,302.92,120204.99,153792.33,101.56,12,36.5075,137.0825,191.33,241.63349999999994,100.57500000000002,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Flagged,True,"Amount is 3.0x higher than the typical $101.56, based on same merchant.",Low,-1.0,101.56,2.98,same merchant,,79.25
E001,Sarah Chen,Finance,3001,LOVE'S #0874 INSIDE LAFAYETTE IN,1,9/3/2025,9/2/2025,LOVE'S #0874 INSIDE,20.89,Debit,5541.0,LAFAYETTE,USA,47905,IN,1.381694915,20.89,20.89,120204.99,258313.59,20.89,1,20.89,20.89,20.89,20.89,0.0,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,0.04,same merchant category,,79.5
E002,John Miller,Product,3001,LOVE'S TIRE CARE #0374 BARSTOW CA,1,9/3/2025,9/2/2025,LOVE'S TIRE CARE #0374,94.31,Debit,7538.0,BARSTOW,USA,92311,CA,1.381739,94.31,94.31,165219.8,130828.39,94.31,1,94.31,94.31,94.31,94.31,0.0,702.35,33.0,131.58,1063.67,1449.91,1655.9739999999995,932.09,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,702.35,0.13,same merchant category,,81.0
E004,Emma Wilson,Engineering,3001,LOVE'S #0687 INSIDE SOUTH JACKSON IL,1,9/3/2025,9/2/2025,LOVE'S #0687 INSIDE,77.83,Debit,5541.0,SOUTH JACKSON,USA,62650,IL,1.376540972,77.83,77.83,114400.93,268268.41,301.69,3,189.76,740.39,1003.61,1091.35,550.63,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,0.14,same merchant category,,80.75
E004,Emma Wilson,Engineering,3001,NV DOT-PERMITS CARSON CITY NV,1,9/3/2025,9/2/2025,NV DOT-PERMITS,35.27,Debit,9399.0,CARSON CITY,USA,98712,NV,1.3764,35.27,35.27,114400.93,268268.41,35.27,15,35.155,35.955,70.14399999999999,80.65899999999996,0.7999999999999972,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,35.27,1.0,same merchant,,81.0
E009,Noah Garcia,Customer Success,3001,RELIABLE PERMIT SOLUTI TARZANA CA,1,9/3/2025,9/2/2025,RELIABLE PERMIT SOLUTI,71.96,Debit,7399.0,TARZANA,USA,91356,CA,1.376470588,71.96,71.96,158381.97,183167.22,143.92,15,72.555,148.14999999999998,424.8299999999998,607.05,75.59499999999997,147.63,29.0,118.48,523.92,543.918,583.5059999999999,405.43999999999994,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,143.92,0.5,same merchant,,80.5
E010,Sophia Lee,Marketing,3001,VA DMV HAULING PERMITS RICHMOND VA,1,9/3/2025,9/2/2025,VA DMV HAULING PERMITS,90.48,Debit,9399.0,RICHMOND,USA,232202051,VA,1.376422891,90.48,90.48,134355.43,190018.44,90.96000000000001,24,77.985,92.41499999999999,160.179,160.811,14.429999999999993,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,90.96,0.99,same merchant,,80.5
E001,Sarah Chen,Engineering,3001,COFFEE CUP #8 VIVIAN SD,1,9/3/2025,9/2/2025,COFFEE CUP #8,774.35,Debit,5541.0,VIVIAN,USA,57576,SD,1.381804214,774.35,774.35,120204.99,268268.41,731.85,55,483.53,857.38,950.2260000000001,1027.4759999999999,373.85,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,731.85,1.06,same merchant,,79.75
E009,Noah Garcia,Human Resources,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,9/4/2025,9/2/2025,IA DOT MOTOR CARRIER S,51.7,Debit,9399.0,ANKENY,USA,50021,IA,1.381917808,51.7,51.7,158381.97,154899.96,147.84,51,83.005,174.67,332.18,366.29499999999996,91.66499999999999,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,147.84,0.35,same merchant,,80.75
E004,Emma Wilson,Operations,3001,FLYING J 663 WADDY KY,1,9/4/2025,9/2/2025,FLYING J 663,790.43,Debit,5541.0,WADDY,USA,40076,KY,1.381791141,790.43,790.43,114400.93,153792.33,871.89,5,790.43,1213.42,1354.612,1401.676,422.9900000000001,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,1.39,same merchant category,,81.25
E009,Noah Garcia,Customer Success,3001,IDOT ITAP OS OW SPRINGFILED IL,1,9/4/2025,9/3/2025,IDOT ITAP OS OW,119.48,Debit,9399.0,SPRINGFILED,USA,62764,IL,1.381816027,119.48,119.48,158381.97,183167.22,101.56,12,36.5075,137.0825,191.33,241.63349999999994,100.57500000000002,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,101.56,1.18,same merchant,,81.0
E007,Lucas Brown,Marketing,3001,L OCA GIFTCARD VANCOUVER BC,1,9/4/2025,9/2/2025,L OCA GIFTCARD,75.0,Debit,5947.0,VANCOUVER,CAN,V6B2M1,BC,0.0,75.0,75.0,144055.28,190018.44,75.0,1,75.0,75.0,75.0,75.0,0.0,75.0,1.0,75.0,75.0,75.0,75.0,0.0,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,115.36,0.65,all transactions,,80.5
E004,Emma Wilson,Customer Success,3001,Amazon.ca*BF6C21X53 866-216-1072 ON,1,9/4/2025,9/4/2025,Amazon.ca*BF6C21X53,10.99,Debit,4816.0,866-216-1072,CAN,M5J 2T3,ON,0.0,10.99,10.99,114400.93,183167.22,10.99,1,10.99,10.99,10.99,10.99,0.0,39.33,106.0,24.557499999999997,96.14750000000001,157.495,437.7975,71.59,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,39.33,0.28,same merchant category,,81.5
E008,Olivia Smith,Human Resources,3001,PILOT 4619 WYTHEVILLE VA,1,9/4/2025,9/2/2025,PILOT 4619,71.29,Debit,5541.0,WYTHEVILLE,USA,24382,VA,1.376410053,71.29,71.29,164813.65,154899.96,45.935,2,33.2575,58.612500000000004,66.21900000000001,68.75450000000001,25.355000000000004,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,0.13,same merchant category,,80.25
E010,Sophia Lee,Customer Success,3001,MNDOT OSOW PERMITS SAINT PAUL MN,1,9/4/2025,9/3/2025,MNDOT OSOW PERMITS,164.93,Debit,9399.0,SAINT PAUL,USA,551551800,MN,1.381794762,164.93,164.93,134355.43,183167.22,141.20499999999998,24,53.9,279.5525,590.637,630.9629999999999,225.6525,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,141.2,1.17,same merchant,,80.75
E005,Daniel Kim,Sales,3001,MCSD OSOW - CONV. FEE NASHVILLE TN,1,9/4/2025,9/2/2025,MCSD OSOW - CONV. FEE,3.82,Debit,9399.0,NASHVILLE,USA,37215,TN,1.381481481,3.82,3.82,128756.43,172423.22,6.4350000000000005,40,4.6475,6.66,7.259000000000004,9.828999999999997,2.0125,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,6.44,0.59,same merchant,,80.5
E001,Sarah Chen,Product,3001,IOWA 80 TRUCKSTOP WALCOTT IA,1,9/4/2025,9/3/2025,IOWA 80 TRUCKSTOP,189.37,Debit,5541.0,WALCOTT,USA,52773,IA,1.381101891,189.37,189.37,120204.99,130828.39,168.13,15,38.635000000000005,272.6,371.824,380.752,233.96500000000003,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,168.13,1.13,same merchant,,80.0
E003,Alex Johnson,Operations,3001,MCSD OSOW INDIANAPOLIS IN,1,9/4/2025,9/3/2025,MCSD OSOW,205.93,Debit,9399.0,INDIANAPOLIS,USA,46241,IN,1.381774415,205.93,205.93,127197.98,153792.33,190.44,40,123.3375,198.4925,221.54000000000013,320.12799999999993,75.155,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,190.44,1.08,same merchant,,80.5
E007,Lucas Brown,Marketing,3001,BC PERMIT CENTRE VICTORIA BC,1,9/4/2025,9/2/2025,BC PERMIT CENTRE,30.0,Debit,9399.0,VICTORIA,CAN,V8W9T5,BC,0.0,30.0,30.0,144055.28,190018.44,30.0,47,30.0,59.0,130.6,184.8999999999998,29.0,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,30.0,1.0,same merchant,,80.75
E006,Maya Patel,Finance,3001,MNA*MICHELIN CANADA 877-724-2835 QC,1,9/4/2025,9/3/2025,MNA*MICHELIN CANADA,51182.84,Debit,5532.0,877-724-2835,CAN,H7T 2P6,QC,0.0,51182.84,51182.84,254325.1,258313.59,39053.81,5,32238.67,51182.84,53696.612,54534.536,18944.17,2192.15,11.0,84.28,35646.24,51182.84,53277.649999999994,35561.96,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Flagged,True,"Amount is 443.7x higher than the typical $115.36, based on all transactions.",Severe,-10.0,115.36,443.68,all transactions,,70.0
E005,Daniel Kim,Customer Success,3001,SP KENT AUTOMOTIVE PRO CHICAGO IL,1,9/4/2025,9/3/2025,SP KENT AUTOMOTIVE PRO,90.41,Debit,5533.0,CHICAGO,USA,60631,IL,0.0,90.41,90.41,128756.43,183167.22,90.41,1,90.41,90.41,90.41,90.41,0.0,105.32,37.0,57.38,171.11,461.6279999999995,989.5639999999997,113.73000000000002,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,105.32,0.86,same merchant category,,80.75
E003,Alex Johnson,Finance,3001,MNDOT OSOW PERMITS FEE ATLANTA GA,1,9/4/2025,9/3/2025,MNDOT OSOW PERMITS FEE,3.54,Debit,9399.0,ATLANTA,USA,303285588,GA,1.38,3.54,3.54,127197.98,258313.59,3.035,24,1.1575,6.01,12.701,13.568499999999998,4.8525,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,3.04,1.17,same merchant,,80.75
E004,Emma Wilson,Operations,3001,Campbell Park Carwash ST. ALBERT AB,1,9/4/2025,9/2/2025,Campbell Park Carwash,22.0,Debit,7542.0,ST. ALBERT,CAN,T8N6P6,AB,0.0,22.0,22.0,114400.93,153792.33,18.0,3,17.5,20.0,21.2,21.6,2.5,131.29,115.0,96.215,189.32,240.52400000000006,309.791,93.10499999999999,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,131.29,0.17,same merchant category,,81.75
E006,Maya Patel,Human Resources,3001,IA DOT MOTOR CARRIER S ANKENY IA,1,9/4/2025,9/3/2025,IA DOT MOTOR CARRIER S,51.7,Debit,9399.0,ANKENY,USA,50021,IA,1.381917808,51.7,51.7,254325.1,154899.96,147.84,51,83.005,174.67,332.18,366.29499999999996,91.66499999999999,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,147.84,0.35,same merchant,,70.25
E002,John Miller,Engineering,3001,PZG**MT DEPT TRANSPORT HELENA MT,1,9/4/2025,9/3/2025,PZG**MT DEPT TRANSPORT,247.34,Debit,9399.0,HELENA,USA,59601,MT,1.381124084,247.34,247.34,165219.8,268268.41,339.3,39,109.47,569.265,754.828,918.6230000000002,459.79499999999996,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,339.3,0.73,same merchant,,81.25
E002,John Miller,Marketing,3001,VCN*IDAHODOT BOISE ID,1,9/4/2025,9/3/2025,VCN*IDAHODOT,115.36,Debit,9399.0,BOISE,USA,83703,ID,1.381829343,115.36,115.36,165219.8,190018.44,86.99,47,64.055,131.06,202.62999999999997,239.34499999999989,67.005,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,86.99,1.33,same merchant,,81.5
E007,Lucas Brown,Product,3001,NORTHDALE OIL SWEET CR GRASSY BUTTE ND,1,9/4/2025,9/3/2025,NORTHDALE OIL SWEET CR,708.23,Debit,5541.0,GRASSY BUTTE,USA,58634,ND,1.381809455,708.23,708.23,144055.28,130828.39,708.23,1,708.23,708.23,708.23,708.23,0.0,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,1.25,same merchant category,,81.0
E002,John Miller,Product,3001,BANNOCK PEAK POCATELLO ID,1,9/4/2025,9/3/2025,BANNOCK PEAK,849.38,Debit,5541.0,POCATELLO,USA,83204,ID,1.3811,849.38,849.38,165219.8,130828.39,849.38,1,849.38,849.38,849.38,849.38,0.0,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,1.5,same merchant category,,81.75
E006,Maya Patel,Marketing,3001,SD DEPT OF TRANS OPS PIERRE SD,1,9/5/2025,9/4/2025,SD DEPT OF TRANS OPS,106.92,Debit,9399.0,PIERRE,USA,57501,SD,1.381040646,106.92,106.92,254325.1,190018.44,114.37,131,35.99,178.535,502.5,652.2,142.545,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,114.37,0.93,same merchant,,70.5
E006,Maya Patel,Customer Success,3001,SD DEPT OF TRANS OPS PIERRE SD,1,9/5/2025,9/4/2025,SD DEPT OF TRANS OPS,35.49,Debit,9399.0,PIERRE,USA,57501,SD,1.3848,35.49,35.49,254325.1,183167.22,114.37,131,35.99,178.535,502.5,652.2,142.545,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,114.37,0.31,same merchant,,70.75
E010,Sophia Lee,Marketing,3001,LOVE'S #0337 INSIDE ALBERT LEA MN,1,9/5/2025,9/4/2025,LOVE'S #0337 INSIDE,899.38,Debit,5541.0,ALBERT LEA,USA,56007,MN,1.381099289,899.38,899.38,134355.43,190018.44,484.365,2,276.85749999999996,691.8725,816.377,857.8784999999999,415.015,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,1.59,same merchant category,,81.0
E005,Daniel Kim,Marketing,3001,DTOPS SINGLE CROSSING INDIANAPOLIS IN,1,9/5/2025,9/4/2025,DTOPS SINGLE CROSSING,27.75,Debit,9399.0,INDIANAPOLIS,USA,46278,IN,1.381122449,27.75,27.75,128756.43,190018.44,29.24,167,27.85,29.69,29.96,29.997,1.8399999999999999,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,29.24,0.95,same merchant,,81.0
E001,Sarah Chen,Operations,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,9/5/2025,9/3/2025,AB TRANSP 403-340-5075,267.0,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0,267.0,267.0,120204.99,153792.33,130.0,158,39.75,366.75,656.5,940.0,327.0,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,130.0,2.05,same merchant,,80.25
E008,Olivia Smith,Product,3001,AB TRANSP 403-340-5075 EDMONTON AB,1,9/5/2025,9/3/2025,AB TRANSP 403-340-5075,18.75,Debit,9399.0,EDMONTON,CAN,T5K2C3,AB,0.0,18.75,18.75,164813.65,130828.39,130.0,158,39.75,366.75,656.5,940.0,327.0,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,130.0,0.14,same merchant,,80.5
E009,Noah Garcia,Human Resources,3001,LOVE'S #0337 INSIDE ALBERT LEA MN,1,9/5/2025,9/4/2025,LOVE'S #0337 INSIDE,69.35,Debit,5541.0,ALBERT LEA,USA,56007,MN,1.381098183,69.35,69.35,158381.97,154899.96,484.365,2,276.85749999999996,691.8725,816.377,857.8784999999999,415.015,567.37,1251.0,77.125,842.9200000000001,1062.47,1172.1,765.7950000000001,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,567.37,0.12,same merchant category,,81.25
E002,John Miller,Human Resources,3001,SKEANS PNEUMATIC AND A CALGARY AB,1,9/5/2025,9/4/2025,SKEANS PNEUMATIC AND A,311.05,Debit,5085.0,CALGARY,CAN,T2C4R1,AB,0.0,311.05,311.05,165219.8,154899.96,311.05,2,311.05,311.05,311.05,311.05,0.0,279.34000000000003,16.0,103.0125,472.425,2498.04,3254.2025,369.4125,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,115.36,2.7,all transactions,,82.0
E007,Lucas Brown,Finance,3001,PZG**MT DEPT TRANSPORT HELENA MT,1,9/5/2025,9/4/2025,PZG**MT DEPT TRANSPORT,428.13,Debit,9399.0,HELENA,USA,59601,MT,1.384913793,428.13,428.13,144055.28,258313.59,339.3,39,109.47,569.265,754.828,918.6230000000002,459.79499999999996,64.0,1785.0,30.16,198.21,516.5320000000003,729.6959999999999,168.05,115.36,35.69,490.205,870.0999999999998,1104.039999999999,454.515,Normal,False,Reasonable expense. Score increased slightly.,None,0.25,339.3,1.26,same merchant,,81.25
